white_rating,black_rating,winner,termination_reason,opening_name,opening_eco,opening_play_turns,turns
1483,1500,white,resign,french defense: advance variation #3,c02,5,123
1539,1656,black,resign,italian game: two knights defense,c55,6,44
1301,1535,black,resign,scandinavian defense,b01,2,67
1530,1306,white,resign,philidor defense #3,c41,5,57
1548,1287,black,mate,english opening: king's english variation | reversed closed sicilian,a25,4,54
1268,1566,white,resign,vienna game: stanley variation,c26,5,38
1576,1591,black,mate,bishop's opening: boi variation,c20,4,74
1572,1565,black,resign,english opening: king's english variation,a20,2,37
1578,1505,black,resign,italian game: anti-fried liver defense,c55,6,62
1565,1567,black,mate,italian game: anti-fried liver defense,c55,6,84
1570,1319,white,resign,sicilian defense: loewenthal variation,b32,8,51
1925,1573,white,resign,italian game: two knights defense | modern bishop's opening,c55,7,25
1557,1706,white,resign,king's pawn game: mcconnell defense,c40,4,107
1411,1549,black,outoftime,bishop's opening: berlin defense,c24,4,70
1539,1492,white,resign,scotch game,c45,7,137
1560,1185,black,resign,sicilian defense: mcdonnell attack,b21,3,128
1144,1538,black,mate,russian game: three knights game,c42,5,26
1931,1541,white,resign,dutch defense,a80,2,33
1727,1535,draw,draw,english opening: symmetrical variation | fianchetto variation,a36,5,91
1532,1631,draw,draw,scotch game,c45,7,60
1546,1465,black,resign,scotch game,c44,5,66
1535,1501,white,resign,sicilian defense: paulsen variation | normal variation,b45,9,27
1769,1540,white,resign,hungarian opening,a00,1,33
1348,1557,white,mate,barnes opening: walkerling,a00,5,53
1554,1651,draw,outoftime,scandinavian defense: main line,b01,6,129
1554,1510,black,resign,scotch game,c45,7,32
1645,1540,black,mate,dutch defense: raphael variation,a80,3,52
1552,1540,black,resign,scotch game,c45,7,52
1584,1562,white,resign,russian game: cozio (lasker) attack,c42,9,79
1556,1391,white,mate,philidor defense: exchange variation,c41,8,79
1615,1565,white,resign,russian game: three knights game,c42,5,101
1720,1572,white,resign,russian game: classical attack,c42,9,33
1842,1577,white,resign,four knights game: italian variation,c46,7,73
1568,1488,white,resign,scotch game,c45,7,89
1574,1758,black,resign,modern defense,b06,2,43
1168,1572,black,resign,dutch defense: alapin variation,a80,3,36
1567,1317,white,mate,philidor defense: exchange variation #2,c41,7,67
1395,1561,black,outoftime,vienna game: stanley variation,c26,5,74
1575,1474,black,resign,king's pawn game: mcconnell defense,c40,4,94
1554,1564,black,resign,four knights game: scotch variation accepted,c47,8,62
1581,1382,black,resign,scandinavian defense: mieses-kotroc variation,b01,4,78
1851,1585,white,resign,russian game: three knights game,c42,5,93
1570,1724,white,outoftime,sicilian defense: open #3,b32,7,11
1586,1558,black,mate,petrov's defense,c42,4,48
1547,1517,white,resign,sicilian defense: nimzowitsch variation | closed variation,b29,5,29
1665,1527,black,resign,danish gambit,c21,5,74
1507,1848,white,resign,scotch game: schmidt variation,c45,8,39
1723,1512,white,resign,russian game: paulsen attack,c42,7,95
1513,2199,black,resign,sicilian defense: lasker-pelikan variation | exchange variation,b33,11,34
1512,1502,black,mate,english opening: king's english variation | four knights variation | quiet line #3,a28,7,32
1508,1683,black,resign,pirc defense #2,b07,5,98
1568,1775,white,resign,french defense: knight variation,c00,3,73
1784,1852,black,resign,queen's pawn,a40,1,78
1797,1740,black,resign,caro-kann defense: classical variation,b18,8,52
1793,1523,white,resign,king's indian defense,e61,6,15
1895,1801,white,resign,french defense: tarrasch variation | open system,c07,6,37
1859,1810,white,mate,queen's gambit declined,d30,4,55
1774,1822,white,mate,french defense: exchange variation,c01,5,49
1847,1832,white,resign,queen's pawn game: mason attack,d00,3,37
1841,1902,black,mate,budapest defense: adler variation,a52,7,30
1847,2036,black,resign,indian game: budapest defense,a51,4,48
1854,1858,white,resign,queen's pawn game: mason attack,d00,3,47
1851,1716,white,resign,horwitz defense,a40,2,91
1617,1846,black,mate,french defense: advance | steinitz variation,c02,7,102
1774,1837,black,resign,queen's gambit declined: capablanca | anti-cambridge springs variation,d51,11,94
1853,1658,black,resign,slav defense: geller gambit #2,d15,9,98
1846,1725,white,resign,queen's gambit refused: marshall defense,d06,4,62
1732,1838,black,mate,french defense: advance variation,c02,8,92
1831,1705,white,mate,queen's gambit refused: marshall defense,d06,4,109
1819,1842,white,resign,french defense: exchange variation,c01,5,101
1851,1830,black,resign,french defense: advance variation | nimzowitsch system,c02,7,66
1823,1686,white,resign,semi-slav defense: accelerated move order,d31,6,120
1680,1816,black,resign,french defense: knight variation,c00,3,80
1809,1688,white,resign,queen's gambit refused: baltic defense,d02,4,55
1823,1676,black,mate,slav defense #2,d10,5,68
1869,1811,black,resign,neo-gruenfeld defense: classical variation,d77,11,30
1808,1660,draw,draw,semi-slav defense,d43,8,86
1711,1821,white,resign,french defense: knight variation,c00,3,59
1796,1810,black,resign,french defense: winawer variation | advance variation #3,c17,8,40
1796,1892,white,resign,king's indian defense: zinnowitz variation,e90,11,40
1789,1661,white,resign,queen's gambit accepted,d20,4,59
1831,1799,white,mate,french defense: advance variation #4,c02,6,53
1789,1752,white,outoftime,horwitz defense,a40,2,71
1771,1778,black,resign,french defense #2,c00,2,100
1783,1996,black,outoftime,queen's gambit declined: neo-orthodox variation | main line,d55,13,110
1798,1630,black,resign,modern defense,a40,2,44
1637,1792,black,outoftime,hungarian opening,a00,1,46
1672,1680,black,outoftime,russian game: three knights game,c42,5,78
1847,1678,white,resign,queen's gambit refused: marshall defense,d06,4,47
1063,1678,black,resign,king's pawn game: dresden opening,c44,5,24
1688,1730,black,resign,sicilian defense: bowdler attack,b20,3,92
1493,1706,white,mate,queen's pawn game: chigorin variation,d01,4,77
1700,1497,white,resign,four knights game: italian variation,c46,7,77
1564,1639,black,mate,italian game: schilling-kostic gambit,c50,6,36
1659,1550,black,mate,scotch game,c44,5,42
1612,1550,white,mate,ruy lopez: exchange variation | normal variation,c69,9,73
1559,1604,black,mate,owen defense,b00,2,40
1578,1547,black,resign,van't kruijs opening,a00,1,62
1645,1555,white,resign,queen's pawn game #2,d00,3,124
1636,1564,white,resign,scotch game,c44,5,83
1568,1575,white,mate,three knights opening,c46,5,133
1583,1586,white,mate,king's pawn game: napoleon attack,c20,3,105
1574,1594,white,resign,king's pawn game: mcconnell defense,c40,4,17
1629,1573,draw,draw,king's pawn game,c20,2,128
1550,1562,black,resign,queen's gambit refused: marshall defense,d06,4,38
1625,1571,white,resign,italian game: schilling-kostic gambit,c50,6,39
1420,1571,white,resign,ruy lopez: exchange variation | normal variation,c69,9,73
1565,1773,black,mate,ponziani opening,c44,5,48
1605,1583,white,resign,blackmar-diemer gambit,d00,3,29
1709,1590,white,resign,italian game: schilling-kostic gambit,c50,6,43
1621,1600,white,mate,queen's pawn game: mason attack,d00,3,49
1609,1699,black,resign,sicilian defense: old sicilian,b30,4,57
1716,1617,white,resign,queen's pawn game,d00,2,68
1677,1603,black,mate,scotch game: goering gambit | double pawn sacrifice,c44,9,30
1891,1607,white,resign,queen's gambit declined: modern variation,d50,7,129
1768,1613,white,resign,queen's pawn game: chigorin variation,d01,4,50
1620,1760,black,mate,italian game: giuoco pianissimo,c50,7,70
1606,1731,white,resign,philidor defense #4,c41,6,77
1614,1694,black,resign,alekhine defense,b02,2,53
1831,1614,white,resign,italian game: schilling-kostic gambit,c50,6,33
1614,1831,draw,draw,italian game: giuoco pianissimo | normal,c50,8,112
1831,1614,black,mate,dutch defense: rubinstein variation,a84,5,62
1614,1831,black,mate,four knights game: italian variation,c50,8,66
1831,1614,black,resign,queen's gambit refused: marshall defense,d06,4,64
1614,1831,black,mate,italian game: giuoco pianissimo | normal,c50,8,80
1614,1587,black,mate,zukertort opening: wade defense,a04,4,150
1673,1624,white,mate,bishop's opening,c23,3,27
1822,1629,white,resign,king's gambit accepted | macleod defense,c34,6,83
1728,1637,white,resign,english opening: king's english variation | reversed closed sicilian,a25,4,84
1646,1709,black,mate,philidor defense #4,c41,6,140
1646,1554,white,mate,pirc defense #4,b07,2,33
1554,1646,black,resign,anderssen opening,a00,1,46
1533,1746,white,resign,sicilian defense: bowdler attack,b20,3,47
1519,1153,white,resign,sicilian defense: bowdler attack,b20,3,57
1527,1706,black,outoftime,modern defense,b06,2,112
1344,1527,white,outoftime,king's pawn game: leonardis variation,c20,3,79
1527,1344,white,resign,bishop's opening: berlin defense,c24,4,17
1344,1527,black,mate,four knights game,c46,6,26
1533,1777,black,outoftime,sicilian defense: najdorf variation | english attack,b90,11,96
914,1532,black,resign,italian game,c50,5,88
1535,1868,black,mate,italian game: anti-fried liver defense,c55,6,138
1825,1502,black,mate,italian game,c50,5,60
1508,1769,black,mate,sicilian defense: classical variation,b56,10,70
1510,1976,black,mate,scandinavian defense,b01,2,64
1527,1438,black,mate,vienna game: stanley variation | reversed spanish,c26,6,62
1369,1517,black,resign,queen's pawn game: mason attack,d00,3,28
1522,1821,black,mate,sicilian defense,b27,3,98
1505,1832,black,mate,vienna game: stanley variation,c26,5,94
1500,1505,black,mate,king's knight opening,c40,3,50
1565,1485,black,outoftime,van't kruijs opening,a00,1,82
1000,1951,black,mate,scotch game,c45,7,46
1951,1875,white,mate,zukertort opening: nimzo-larsen variation,a04,3,31
1951,2227,black,resign,nimzowitsch-larsen attack,a06,3,52
1621,1951,black,resign,caro-kann defense: advance variation | botvinnik-carls defense,b12,6,48
1951,1621,black,resign,dutch defense: normal variation,a84,4,46
1951,1621,white,resign,dutch defense: queen's knight variation,a85,5,21
1334,1443,white,resign,english opening: the whale,c20,3,27
1442,1507,draw,draw,french defense: exchange variation,c01,5,95
1411,1430,black,resign,ruy lopez: classical variation,c64,6,136
1487,1441,white,mate,king's pawn game: leonardis variation,c20,3,55
1431,1367,white,resign,king's pawn,b00,1,1
1448,1302,black,mate,italian game: giuoco pianissimo | italian four knights variation,c50,9,36
1444,1435,black,resign,ruy lopez: berlin defense #2,c65,6,54
1425,1371,white,resign,owen defense,b00,2,41
1454,1423,white,resign,bishop's opening: boi variation,c20,4,97
1412,1411,black,mate,italian game: giuoco pianissimo | italian four knights variation,c50,9,84
1396,1439,white,resign,philidor defense #2,c41,4,81
1283,1414,white,mate,scotch game,c45,7,91
1400,1412,white,mate,four knights game: italian variation,c50,8,167
1389,1333,white,mate,four knights game: italian variation,c46,7,43
1353,1377,black,resign,bishop's opening: berlin defense,c24,4,42
1391,1366,black,resign,french defense: normal variation,c00,3,70
1404,1437,black,outoftime,italian game: anti-fried liver defense,c55,6,100
1422,1389,black,mate,four knights game: italian variation,c50,8,40
1139,1383,black,outoftime,four knights game,c46,6,114
1401,1311,black,outoftime,scandinavian defense: mieses-kotroc variation,b01,4,118
1371,1384,white,mate,philidor defense #2,c41,4,25
1500,1379,white,resign,ruy lopez: classical variation,c64,6,27
1302,1366,black,mate,queen's gambit declined,d30,4,54
1954,1500,white,resign,queen's gambit refused: marshall defense,d06,4,87
1586,2481,black,outoftime,giuoco piano,c50,6,8
1919,1858,white,outoftime,english opening: great snake variation,a10,2,123
2089,1819,black,resign,east indian defense,a49,4,48
1794,1791,white,outoftime,ruy lopez: berlin defense | improved steinitz defense,c66,8,69
1949,1811,white,outoftime,sicilian defense: mcdonnell attack,b21,3,65
1835,1839,white,resign,sicilian defense: bowdler attack,b20,3,97
1803,1874,white,outoftime,sicilian defense: najdorf variation,b90,10,83
1904,1927,black,resign,ruy lopez: steinitz defense,c62,6,56
1944,1938,white,resign,sicilian defense: najdorf variation | adams attack,b90,11,81
1922,1688,white,resign,ruy lopez: morphy defense | caro variation,c70,8,68
1693,1903,black,resign,sicilian defense,b50,4,98
1880,1699,white,resign,philidor defense #2,c41,4,45
1853,1828,black,resign,king's indian defense: saemisch variation,e80,9,28
1838,1828,white,outoftime,king's indian defense: makogonov variation,e71,9,59
1828,1471,draw,draw,nimzowitsch defense | declined variation,b00,3,91
1828,1796,black,resign,sicilian defense: nyezhmetdinov-rossolimo attack,b30,5,32
1828,1500,white,outoftime,english opening: symmetrical variation,a30,2,69
1850,1757,black,mate,torre attack,a46,5,70
1942,1757,white,resign,indian game,a45,2,49
1616,1708,black,resign,sicilian defense,b50,4,4
1630,1626,white,resign,ruy lopez: morphy defense | caro variation,c70,8,37
1415,1571,black,resign,sicilian defense,b50,4,69
1365,1586,white,resign,ruy lopez: berlin defense | improved steinitz defense,c66,8,121
1365,1551,white,mate,sicilian defense: open,b32,5,19
1796,1365,white,resign,sicilian defense: delayed alapin,b50,5,45
1418,1365,white,resign,indian game,a45,2,35
1796,1365,white,outoftime,english opening: anglo-indian defense | hedgehog system,a17,4,59
1405,1365,black,mate,queen's pawn game #3,d00,4,92
1365,1593,white,mate,queen's gambit refused: marshall defense,d06,4,19
1500,1365,black,mate,reti opening #2,a04,2,40
1205,1365,black,mate,ruy lopez: exchange variation | normal variation,c69,9,28
1365,1796,white,resign,caro-kann defense: advance variation,b12,5,39
1500,1365,white,mate,king's pawn game: napoleon attack,c20,3,43
1500,1365,black,outoftime,sicilian defense: bowdler attack,b20,3,66
1500,1574,black,mate,semi-slav defense,d43,8,98
1500,1308,white,resign,queen's gambit accepted: old variation,d20,5,33
1500,1796,black,resign,paleface attack,a45,3,38
1796,1500,black,resign,english opening: great snake variation,a10,2,24
1500,1796,black,mate,indian game: east indian defense,e00,4,168
1381,1407,draw,draw,van't kruijs opening,a00,1,76
1408,1380,draw,draw,french defense: tarrasch variation,c03,5,51
1366,1420,white,mate,englund gambit declined | reversed french,a40,3,47
1242,1413,black,mate,colle system,d05,6,102
1418,1235,draw,draw,philidor defense #3,c41,5,33
1609,1401,black,resign,italian game: giuoco pianissimo | italian four knights variation,c50,9,36
1207,1406,draw,draw,van't kruijs opening,a00,1,25
1399,1223,white,resign,goldsmith defense,b00,2,25
1406,1525,black,resign,caro-kann defense,b10,2,9
1397,1319,white,mate,scandinavian defense: modern variation #2,b01,4,67
1317,1400,draw,draw,bishop's opening: vienna hybrid | spielmann attack,c26,7,67
1391,1306,white,mate,philidor defense,c41,5,61
1314,1382,black,mate,king's pawn game: napoleon attack,c20,3,36
1380,1436,draw,draw,sicilian defense: canal-sokolsky attack | sokolsky variation,b52,9,35
1503,1366,white,resign,italian game: two knights defense | polerio defense | kieseritzky variation,c58,11,83
1794,1368,white,resign,owen defense,b00,2,37
1623,1368,draw,draw,slav defense #2,d10,5,23
1459,1376,white,outoftime,bishop's opening: berlin defense,c24,4,89
1373,1461,draw,draw,king's pawn game: mcconnell defense,c40,4,27
1364,1292,white,resign,alekhine defense: two pawn attack,b02,5,77
1364,1500,black,resign,italian game: anti-fried liver defense,c55,6,47
1374,1387,black,resign,king's pawn game: damiano defense,c40,4,24
1441,1367,white,mate,king's pawn game: alapin opening,c20,3,63
1405,1545,black,mate,scandinavian defense: mieses-kotroc variation,b01,4,44
1424,1519,black,mate,bishop's opening: khan gambit,c23,4,28
1311,1534,white,mate,center game: normal variation,c22,6,117
1441,1500,white,mate,scandinavian defense: main line,b01,6,105
1978,2139,white,resign,dutch defense: normal variation,a84,4,101
1905,2133,black,mate,sicilian defense: modern variations | anti-qxd4 move order,b50,6,72
2126,1981,white,resign,queen's pawn game: levitsky attack,d00,3,69
2159,2136,white,mate,sicilian defense: sozin attack | flank variation,b87,14,145
1972,2153,white,resign,sicilian defense: alapin variation,b22,3,83
2149,1868,white,resign,nimzo-indian defense: normal line,e40,7,85
1904,2143,black,resign,pirc defense: classical variation | quiet system | czech defense,b08,12,55
2138,1900,white,resign,queen's gambit refused: albin countergambit | normal line,d08,7,87
1881,2157,white,resign,sicilian defense: mcdonnell attack,b21,3,89
2153,1868,white,resign,queen's gambit declined: exchange variation,d35,7,77
2151,1717,white,outoftime,queen's gambit refused: marshall defense,d06,4,5
2143,2003,white,resign,benko gambit accepted | fianchetto variation,a58,17,65
2137,1944,white,mate,gruenfeld defense: exchange variation | spassky variation,d87,16,103
1695,1627,white,resign,french defense: exchange variation,c01,5,65
1568,1688,black,resign,italian game: two knights defense | traxler counterattack | knight sacrifice line,c57,9,56
1688,1699,draw,draw,pirc defense #5,b07,3,123
1560,1703,white,resign,queen's gambit refused: marshall defense,d06,4,23
1714,1671,black,resign,owen defense,b00,2,99
1706,1633,white,resign,italian game: anti-fried liver defense,c55,6,36
1633,1697,black,resign,ruy lopez: exchange variation | lutikov variation,c68,8,32
1586,1690,black,mate,ruy lopez: exchange variation | lutikov variation,c68,8,96
1699,1751,black,resign,sicilian defense,b50,4,56
1570,1692,black,resign,queen's gambit accepted: old variation,d20,5,38
1680,1725,white,resign,italian game,c50,5,40
1690,1690,white,resign,queen's pawn game: mason attack,d00,3,36
1685,1680,black,mate,van't kruijs opening,a00,1,138
1715,1668,black,mate,sicilian defense,b50,4,162
1633,1658,black,mate,sicilian defense: bowdler attack,b20,3,38
1649,1583,white,resign,sicilian defense: najdorf | lipnitsky attack,b90,11,53
1612,1662,white,mate,ruy lopez: exchange variation | lutikov variation,c68,8,29
1662,1642,draw,draw,sicilian defense: french variation | open,b40,6,57
1673,1679,black,resign,rat defense: small center defense,c00,4,50
1668,1684,white,resign,sicilian defense: wing gambit | carlsbad variation,b20,6,29
1694,1709,black,resign,nimzowitsch defense: kennedy variation | linksspringer variation,b00,5,142
1600,1708,white,resign,queen's pawn game: london system,d02,5,58
1699,1621,white,mate,sicilian defense,b50,4,97
1691,1622,white,resign,scandinavian defense: marshall variation,b01,6,61
1830,1698,white,resign,sicilian defense: dragon variation | modern bc4 variation,b35,14,133
1601,1710,white,resign,sicilian defense: delayed alapin,b50,5,65
1703,1587,white,resign,sicilian defense: old sicilian,b30,4,32
1597,1695,black,resign,sicilian defense: classical variation,b56,10,58
1716,1637,black,resign,italian game: schilling-kostic gambit,c50,6,12
1720,1726,white,resign,queen's pawn game #3,d00,4,85
1719,1610,white,resign,nimzowitsch defense: kennedy variation | de smet gambit,b00,6,53
1710,1645,white,outoftime,philidor defense #2,c41,4,51
1723,1644,black,mate,danish gambit,c21,5,60
1640,1715,black,resign,sicilian defense: mcdonnell attack,b21,3,52
1648,1728,white,resign,danish gambit,c21,5,31
1719,1655,white,mate,italian game: anti-fried liver defense,c55,6,15
1706,1801,white,outoftime,sicilian defense: old sicilian,b30,4,35
1675,1687,black,resign,queen's pawn game: mason attack,d00,3,60
1696,1731,black,resign,italian game: evans gambit declined | cordel variation,c51,9,53
1704,1685,black,mate,bishop's opening: berlin defense,c24,4,88
1699,1594,black,resign,italian game: evans gambit | slow variation,c52,11,54
1769,1698,white,resign,sicilian defense #2,b54,6,69
1709,1718,black,mate,italian game: anti-fried liver defense,c55,6,92
1720,1693,black,resign,italian game: anti-fried liver defense,c55,6,26
1730,1735,black,resign,italian game: two knights defense | traxler counterattack | knight sacrifice line,c57,9,41
1793,1857,white,mate,french defense: advance variation | nimzowitsch system,c02,7,77
1871,1804,white,resign,sicilian defense: mcdonnell attack,b21,3,91
1790,1853,white,resign,russian game: damiano variation | kholmov gambit,c42,8,81
1775,1754,white,resign,french defense: winawer variation,c15,6,59
1741,1792,white,resign,sicilian defense: prins variation,b54,9,29
1500,1792,draw,draw,sicilian defense,b50,4,8
1500,1792,white,resign,english opening: king's english variation | reversed sicilian,a21,3,37
1858,1792,white,outoftime,sicilian defense: snyder variation,b20,3,61
1792,1858,black,mate,ruy lopez: berlin defense | rio gambit accepted,c67,8,50
1779,1703,white,resign,caro-kann defense: advance variation | short variation,b12,7,55
1703,1765,draw,draw,sicilian defense: delayed alapin variation,b40,5,154
1281,1427,black,mate,ruy lopez: morphy defense | tarrasch variation,c77,9,70
1454,1260,black,mate,ruy lopez: morphy defense | tarrasch variation,c77,9,44
1440,1347,white,mate,owen defense,b00,2,57
1053,1474,white,mate,queen's pawn game #2,d00,3,47
1246,1465,black,resign,english opening: king's english variation | three knights system,a27,5,36
1362,1449,black,mate,king's pawn game: wayward queen attack,c20,3,42
1255,1437,black,resign,italian game: two knights defense | modern bishop's opening,c55,7,44
1429,1165,white,mate,sicilian defense,b50,4,157
1429,1500,white,resign,modern defense,b06,2,93
1405,1423,white,resign,caro-kann defense,b10,2,99
1348,1432,white,mate,sicilian defense: bowdler attack,b20,3,47
1417,1260,white,resign,caro-kann defense: two knights attack,b10,5,73
1395,1331,white,resign,italian game: anti-fried liver defense,c55,6,45
1370,1334,white,mate,scandinavian defense: mieses-kotroc variation,b01,4,107
1152,1355,black,mate,van't kruijs opening,a00,1,56
1175,1338,black,mate,queen's pawn game #3,d00,4,74
1314,1244,white,mate,scandinavian defense: mieses-kotroc variation,b01,4,29
1271,1279,black,mate,ponziani opening: jaenisch counterattack,c44,6,80
1222,1417,white,resign,italian game: giuoco pianissimo | normal,c50,8,24
1236,1500,black,resign,three knights opening,c46,5,70
1187,1231,white,outoftime,gunderam defense,c40,4,61
1187,1393,black,mate,philidor defense #2,c41,4,114
1393,1187,black,resign,philidor defense #3,c41,5,44
1195,1260,black,mate,king's knight opening,c40,3,78
1146,1208,white,mate,king's pawn game: leonardis variation,c20,3,89
1216,1310,black,mate,sicilian defense,b20,2,74
1159,1207,black,mate,philidor defense #3,c41,5,72
1152,1198,black,resign,ware opening,a00,1,37
1188,1163,white,mate,ware defense,b00,2,19
1177,1172,white,resign,philidor defense #2,c41,4,37
1184,1301,black,mate,philidor defense #2,c41,4,68
1099,1176,black,outoftime,hungarian opening,a00,1,88
1182,1176,draw,draw,philidor defense #2,c41,4,115
1185,1231,black,mate,king's knight opening: normal variation,c44,4,30
1219,1196,white,mate,queen's pawn game: london system,d02,5,45
1195,1220,draw,draw,king's knight opening: normal variation,c44,4,71
1374,1179,black,mate,vienna game,c27,3,78
1144,1164,black,resign,king's pawn game: napoleon attack,c20,3,24
1150,1253,white,resign,scandinavian defense,b01,2,69
1162,1139,black,outoftime,owen defense,b00,2,56
1119,1175,white,outoftime,bird opening,a02,1,99
1302,1183,white,mate,zukertort opening: queen's gambit invitation,a04,2,79
1135,1172,black,outoftime,bird opening,a02,1,66
1147,1185,white,mate,bird opening,a02,1,53
1190,1410,black,mate,king's knight opening: normal variation,c44,4,142
1416,1183,draw,draw,philidor defense,c41,5,144
1172,1181,white,resign,king's knight opening: normal variation,c44,4,56
1162,1121,white,resign,philidor defense: philidor countergambit,c41,6,30
1135,1151,black,mate,queen's pawn game: chigorin variation,d02,4,102
1151,1469,black,mate,philidor defense #2,c41,4,70
1368,1156,white,mate,philidor defense,c41,5,59
1169,1144,black,outoftime,philidor defense #3,c41,5,52
1155,1147,black,outoftime,petrov's defense,c42,4,46
1113,1145,black,resign,amazon attack,d00,3,130
1143,1192,black,mate,scandinavian defense,b01,2,100
1042,1159,white,outoftime,nimzo-larsen attack: modern variation #2,a01,3,67
1142,1900,black,mate,sicilian defense,b20,2,52
2073,1890,black,resign,benko gambit: zaitsev system,a58,9,32
2056,2062,black,resign,caro-kann defense: advance variation | bayonet attack,b12,7,33
2055,1924,white,resign,bogo-indian defense: nimzowitsch variation,e11,8,85
1865,2049,black,resign,semi-slav defense,d43,8,56
2043,1871,white,resign,queen's indian defense: fianchetto traditional,e15,8,55
2168,2050,white,outoftime,caro-kann defense: classical variation | lobron system,b19,24,65
2065,1960,black,outoftime,horwitz defense,a40,2,56
1928,2050,black,mate,slav defense: quiet variation,d11,7,24
2038,2065,white,resign,king's indian defense,e61,6,119
2051,1995,black,resign,modern defense,a40,2,54
1909,2065,white,resign,caro-kann defense: classical variation,b18,8,35
2075,2138,black,mate,queen's gambit refused: chigorin defense | exchange variation,d07,6,86
2061,2122,white,resign,queen's gambit declined: queen's knight variation,d31,5,117
1809,2056,black,mate,caro-kann defense: classical variation,b18,8,108
2046,1984,white,mate,nimzo-indian defense: three knights variation | duchamp variation,e21,8,141
1879,2061,white,resign,sicilian defense: chekhover variation,b53,7,67
2057,1795,white,resign,queen's gambit accepted: old variation,d20,5,28
2042,2058,white,resign,english opening: symmetrical variation | four knights variation,a35,6,138
1961,2044,draw,draw,sicilian defense: accelerated dragon | maroczy bind,b38,11,86
1902,2037,black,resign,slav defense: czech variation | wiesbaden variation,d17,12,62
2022,2162,white,resign,english opening: anglo-indian defense | scandinavian defense | exchange variation,a15,6,53
2335,2025,white,resign,sicilian defense: grand prix attack,b23,5,77
2013,2035,white,resign,scandinavian defense: richter variation,b01,8,55
2016,1943,draw,draw,english opening: king's english variation | two knights variation,a22,4,107
1727,2012,black,resign,slav defense: modern line,d11,5,34
2008,1744,white,resign,english opening: king's english variation | kramnik-shirov counterattack,a21,4,16
2109,2016,white,resign,sicilian defense: accelerated dragon | maroczy bind,b38,11,59
2150,2023,white,resign,sicilian defense: hyperaccelerated dragon,b27,4,69
2023,1640,white,resign,slav defense: quiet variation | schallopp defense,d12,8,49
2023,1640,white,outoftime,semi-slav defense: main line,d45,9,31
2006,2232,white,resign,queen's indian defense: kasparov-petrosian variation | marco defense,e12,10,111
2131,1991,black,resign,slav defense: exchange variation | symmetrical line,d14,12,112
1650,1988,black,resign,caro-kann defense: advance variation | tal variation,b12,7,38
1979,1913,white,resign,french defense: winawer variation | delayed exchange variation,c01,7,55
1975,2104,draw,draw,english opening: king's english variation | four knights variation | quiet line #3,a28,7,77
2097,1960,black,resign,sicilian defense: hyperaccelerated dragon,b27,4,102
1845,1975,white,resign,sicilian defense: hyperaccelerated dragon,b27,4,43
1984,1964,black,resign,slav defense: modern line,d11,5,50
1954,1899,white,resign,english opening: great snake variation,a10,2,77
1962,2080,black,resign,benoni defense: classical variation,a70,13,49
1943,1951,black,mate,slav defense: czech variation | wiesbaden variation,d17,12,96
1966,1939,black,resign,sicilian defense: smith-morra gambit accepted | pin defense,b21,12,40
1926,1982,white,resign,english opening: king's english variation | four knights variation #2,a28,6,45
1820,1940,white,resign,english opening: the whale,c20,3,83
1941,1893,draw,draw,english opening: symmetrical variation | normal variation,a34,3,107
1867,1932,black,resign,sicilian defense: accelerated dragon | exchange variation,b34,9,27
1860,1922,black,mate,sicilian defense: smith-morra gambit #2,b21,3,50
1937,1805,black,resign,english opening: anglo-lithuanian variation,a10,2,42
1930,1807,white,mate,english opening: agincourt defense,a13,2,81
1848,1921,black,resign,sicilian defense: accelerated dragon,b36,8,68
1815,1688,black,resign,bird opening,a02,1,5
1236,1815,black,mate,van't kruijs opening,a00,1,12
1806,1736,white,resign,ruy lopez: classical variation,c64,6,93
1679,1799,black,resign,pirc defense #4,b07,2,66
1791,1687,white,resign,sicilian defense: open #3,b32,7,75
1816,1801,white,resign,scandinavian defense,b01,2,53
1758,1791,black,mate,pirc defense: classical variation | schlechter variation,b08,9,50
1949,1966,white,outoftime,queen's pawn game #2,d00,3,91
1908,1956,black,resign,semi-slav defense: main line,d45,9,112
1726,1713,white,resign,french defense: paulsen variation,c10,5,71
1841,1712,black,resign,sicilian defense: bowdler attack,b20,3,110
1721,1773,black,outoftime,sicilian defense: delayed alapin variation,b40,5,54
1737,1582,black,mate,sicilian defense: alapin variation,b22,3,62
1730,1560,white,resign,scandinavian defense: blackburne gambit,b01,6,65
1836,1739,white,mate,french defense #2,c00,2,39
1639,1730,black,resign,semi-slav defense: main line,d45,9,58
1725,1537,white,resign,philidor defense #3,c41,5,23
1812,1733,white,mate,sicilian defense: accelerated dragon,b36,8,73
1757,1877,black,resign,sicilian defense: alapin variation,b22,3,62
1742,1897,white,mate,sicilian defense: old sicilian,b30,4,99
1795,1751,white,resign,sicilian defense: open,b32,5,28
1771,1739,black,mate,van't kruijs opening,a00,1,58
1727,2084,black,resign,sicilian defense: closed variation,b23,3,36
1739,1906,black,mate,sicilian defense: closed variation | traditional,b25,4,100
1787,1726,black,resign,french defense: tarrasch variation | open system,c07,6,35
1446,1739,white,outoftime,indian game,a45,2,59
1818,1748,white,resign,sicilian defense: mcdonnell attack,b21,3,43
1737,1740,white,outoftime,king's indian defense: four pawns attack,e76,9,61
1728,1642,white,resign,blackmar-diemer gambit: vienna variation,d00,8,23
